Binary,Real
15.8881,0.213226
15.8881,0.213226
17.281,0.213226
12.1642,0.213226
10.5885,0.213226
10.5885,0.213226
20.015,0.213226
13.2081,0.213226
19.4833,0.213226
10.2919,0.213226
10.9601,0.213226
10.9601,0.213226
10.9977,0.213226
18.5894,0.213226
11.656,0.213226
21.3869,0.213226
19.3089,0.213226
12.9936,0.213226
14.1746,0.213226
8.42348,0.213226
15.0985,0.213226
15.0985,0.213226
15.7434,0.213226
18.0464,0.213226
16.6362,0.213226
16.6362,0.213226
16.3241,0.213226
11.8386,0.213226
15.1396,0.213226
18.5283,0.213226
18.0875,0.213226
12.9034,0.213226
22.2905,0.213226
14.4519,0.213226
12.0133,0.213226
17.8977,0.213226
16.1321,0.213226
16.707,0.213226
18.5843,0.213226
15.4846,0.213226
16.4643,0.213226
14.2148,0.213226
12.3314,0.213226
16.4362,0.213226
17.287,0.213226
11.9092,0.213226
11.9092,0.213226
14.8737,0.213226
7.11639,0.213226
18.6943,0.213226
15.3504,0.213226
9.85208,0.213226
9.85208,0.213226
16.1365,0.213226
14.012,0.213226
9.50025,0.213226
9.50025,0.213226
15.8055,0.213226
16.6248,0.213226
9.17929,0.213226
13.6827,0.213226
10.463,0.213226
12.2726,0.213226
10.0269,0.213226
10.4479,0.205581
17.4274,0.205581
15.3256,0.205581
9.78526,0.205581
9.78526,0.205581
18.934,0.205581
17.004,0.205581
17.004,0.205581
16.6162,0.205581
17.7372,0.205581
12.2212,0.205581
17.5612,0.205581
17.0932,0.205581
17.9243,0.205581
13.0089,0.205581
14.8618,0.205581
16.6575,0.205581
17.3391,0.205581
11.9602,0.205581
11.5297,0.205581
18.9481,0.205581
10.9293,0.205581
17.0448,0.205581
17.0448,0.205581
13.6895,0.205581
13.1685,0.205581
14.6755,0.205581
8.71366,0.205581
8.40542,0.205581
8.40542,0.205581
10.5874,0.205581
14.3841,0.205581
13.4928,0.205581
9.14762,0.176225
11.1516,0.176225
9.92322,0.176225
14.553,0.176225
16.6256,0.176225
